City1,city1_longitude,city1_latitude,City2,city2_longitude,city2_latitude,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,Date
LAUNCESTON,147.1358 ,-41.4391 ,SYDNEY,151.2093,-33.8688,2/19,25053,160,86.7,914,22898442,26425568,28912,2019,2,2019/2/19
SUNSHINE COAST,153.0667 ,-26.6500 ,MELBOURNE,144.9631,-37.8136,2/19,32503,226,80.5,1454,47259362,58734330,40395,2019,2,2019/2/19
SUNSHINE COAST,153.0667 ,-26.6500 ,SYDNEY,151.2093,-33.8688,2/19,43159,322,80.1,837,36124083,45090027,53871,2019,2,2019/2/19
MELBOURNE,144.9631 ,-37.8136 ,MILDURA,142.1246,-34.208,2/19,17121,368,62.9,457,7824297,12438169,27217,2019,2,2019/2/19
MELBOURNE,144.9631 ,-37.8136 ,NEWCASTLE,-1.6178,54.9783,2/19,34670,224,85.5,836,28984120,33888932,40537,2019,2,2019/2/19
MELBOURNE,144.9631 ,-37.8136 ,GOLD COAST,153.4,-28.0167,2/19,141685,846,88.2,1330,188926159,214294412,160715,2019,2,2019/2/19
MELBOURNE,144.9631 ,-37.8136 ,PERTH,115.8613,-31.9523,2/19,154799,960,81.3,2706,418886094,514968036,190306,2019,2,2019/2/19
MELBOURNE,144.9631 ,-37.8136 ,SYDNEY,151.2093,-33.8688,2/19,744375,4850,86.1,706,528231080,613345319,864591,2019,2,2019/2/19
MELBOURNE,144.9631 ,-37.8136 ,TOWNSVILLE,146.8169,-19.259,2/19,0,0,0,2055,0,0,0,2019,2,2019/2/19
GOLD COAST,153.4000 ,-28.0167 ,SYDNEY,151.2093,-33.8688,2/19,202044,1262,90.5,680,137389920,151888200,223365,2019,2,2019/2/19
PERTH,115.8613 ,-31.9523 ,PORT HEDLAND,118.6095,-20.311,2/19,27815,339,62.7,1312,36493280,58171456,44338,2019,2,2019/2/19
PERTH,115.8613 ,-31.9523 ,SYDNEY,151.2093,-33.8688,2/19,124387,699,82.3,3284,408486908,496087608,151062,2019,2,2019/2/19
PERTH,115.8613 ,-31.9523 ,NEWMAN,119.7368,-23.3571,2/19,25862,319,62.2,1019,26353378,42363906,41574,2019,2,2019/2/19
PROSERPINE,148.5832 ,-20.4018 ,SYDNEY,151.2093,-33.8688,2/19,7468,52,79.3,1517,11328956,14290140,9420,2019,2,2019/2/19
PORT MACQUARIE,152.9000 ,-31.4333 ,SYDNEY,151.2093,-33.8688,2/19,14175,300,70.7,321,4550175,6436371,20051,2019,2,2019/2/19
BALLINA,153.5658 ,-28.8628 ,SYDNEY,151.2093,-33.8688,2/19,30394,233,85.5,612,18601128,21757212,35551,2019,2,2019/2/19
SYDNEY,151.2093 ,-33.8688 ,TAMWORTH,150.932,-31.0927,2/19,12179,320,59.3,320,3897280,6567360,20523,2019,2,2019/2/19
SYDNEY,151.2093 ,-33.8688 ,TOWNSVILLE,146.8169,-19.259,2/19,8515,74,66.3,1690,14390350,21696220,12838,2019,2,2019/2/19
SYDNEY,151.2093 ,-33.8688 ,WAGGA WAGGA,147.3598,-35.1082,2/1,12637,390,62.8,367,4637779,7382939,20117,2019,2,2019/2/1
ALBURY,146.9095 ,-36.0751 ,SYDNEY,151.2093,-33.8688,1/19,15654,384,68.3,452,7075608,10365716,22933,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,ALICE SPRINGS,133.87,-23.7,1/19,10281,115,66.6,1316,13529796,20329568,15448,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,BRISBANE,153.026,-27.4705,1/19,71227,585,75.3,1622,115530194,153470396,94618,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,CANBERRA,149.13,-35.2809,1/19,11865,122,58.6,972,11532780,19669392,20236,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,MELBOURNE,144.9631,-37.8136,1/19,199040,1546,77.7,643,127925990,164741715,256305,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,GOLD COAST,153.4,-28.0167,1/19,21307,155,77,1607,34240349,44484974,27682,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,PERTH,115.8613,-31.9523,1/19,53071,453,79,2120,112510520,142391920,67166,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,PORT LINCOLN,135.8597,-34.7226,1/19,13702,585,59.7,246,3370692,5643978,22943,2019,1,2019/1/19
ADELAIDE,138.6001 ,-34.9273 ,SYDNEY,151.2093,-33.8688,1/19,158122,1162,80.9,1167,184528374,228072645,195435,2019,1,2019/1/19
ARMIDALE,151.6661 ,-30.5006 ,SYDNEY,151.2093,-33.8688,1/19,8330,295,64.7,382,3182060,4917868,12874,2019,1,2019/1/19
ALICE SPRINGS,133.8700 ,-23.7000 ,DARWIN,130.8444,-12.4637,1/19,5091,99,44.5,1305,6643755,14933115,11443,2019,1,2019/1/19
ALICE SPRINGS,133.8700 ,-23.7000 ,MELBOURNE,144.9631,-37.8136,1/19,0,0,0,1860,0,0,0,2019,1,2019/1/19
ALICE SPRINGS,133.8700 ,-23.7000 ,SYDNEY,151.2093,-33.8688,1/19,0,0,0,2022,0,0,0,2019,1,2019/1/19
AYERS ROCK,131.0361 ,-25.3450 ,SYDNEY,151.2093,-33.8688,1/19,13211,116,64.1,2181,28813191,44946048,20608,2019,1,2019/1/19
BUNDABERG,152.2400 ,-24.4500 ,BRISBANE,153.026,-27.4705,1/19,11095,278,61.7,287,3184265,5163704,17992,2019,1,2019/1/19
BROOME,122.2304 ,-17.9644 ,PERTH,115.8613,-31.9523,1/19,22472,293,67.5,1677,37685544,55823976,33288,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,CANBERRA,149.13,-35.2809,1/19,48438,527,68.6,956,46306728,67519412,70627,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,CAIRNS,145.771,-16.9203,1/19,101163,869,76.1,1391,140717733,184932059,132949,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,DARWIN,130.8444,-12.4637,1/19,27813,234,71.6,2852,79322676,110714640,38820,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,EMERALD,148.1583,-23.5243,1/19,14369,355,59.1,653,9382957,15877042,24314,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,GLADSTONE,151.2498,-23.8416,1/19,17907,348,67,434,7771638,11593008,26712,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,HOBART,147.3257,-42.8826,1/19,25674,179,80.8,1791,45982134,56932308,31788,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,HAMILTON ISLAND,148.9573,-20.3519,1/19,9175,117,62,888,8147400,13144176,14802,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,MOUNT ISA,139.493,-20.7264,1/19,9156,132,63.1,1573,14402388,22822657,14509,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,MELBOURNE,144.9631,-37.8136,1/19,296590,2216,80.9,1381,409590790,506371270,366670,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,MACKAY,149.1868,-21.1434,1/19,58371,622,71.2,797,46521687,65310962,81946,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,MORANBAH,148.0398,-22.0061,1/19,0,0,0,780,0,0,0,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,NEWCASTLE,-1.6178,54.9783,1/19,46272,487,73.7,614,28411008,38559200,62800,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,PERTH,115.8613,-31.9523,1/19,79384,501,84.5,3615,286973160,339506340,93916,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,PROSERPINE,148.5832,-20.4018,1/19,22202,172,72.4,895,19870790,27462180,30684,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,ROCKHAMPTON,150.5089,-23.3786,1/19,39162,656,71.6,518,20285916,28322168,54676,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,SYDNEY,151.2093,-33.8688,1/19,373527,2749,83,753,281265831,339030720,450240,2019,1,2019/1/19
BRISBANE,153.0260 ,-27.4705 ,TOWNSVILLE,146.8169,-19.259,1/19,72481,691,70.6,1112,80598872,114163480,102665,2019,1,2019/1/19
CANBERRA,149.1300 ,-35.2809 ,MELBOURNE,144.9631,-37.8136,1/19,79523,799,63.3,470,37375810,59076180,125694,2019,1,2019/1/19
CANBERRA,149.1300 ,-35.2809 ,SYDNEY,151.2093,-33.8688,1/19,47416,933,70.6,236,11190176,15859200,67200,2019,1,2019/1/19
COFFS HARBOUR,153.1094 ,-30.2986 ,SYDNEY,151.2093,-33.8688,1/19,26635,399,70.1,443,11799305,16831342,37994,2019,1,2019/1/19
CAIRNS,145.7710 ,-16.9203 ,MELBOURNE,144.9631,-37.8136,1/19,74498,475,81.1,2311,172164878,212172910,91810,2019,1,2019/1/19
CAIRNS,145.7710 ,-16.9203 ,SYDNEY,151.2093,-33.8688,1/19,95723,627,79.6,1971,188670033,236906316,120196,2019,1,2019/1/19
CAIRNS,145.7710 ,-16.9203 ,TOWNSVILLE,146.8169,-19.259,1/19,9574,311,46.6,284,2719016,5832224,20536,2019,1,2019/1/19
DUBBO,148.6144 ,-32.2444 ,SYDNEY,151.2093,-33.8688,1/19,11606,383,64.2,310,3597860,5603560,18076,2019,1,2019/1/19
DARWIN,130.8444 ,-12.4637 ,MELBOURNE,144.9631,-37.8136,1/19,22725,176,73.1,3131,71151975,97336528,31088,2019,1,2019/1/19
DARWIN,130.8444 ,-12.4637 ,PERTH,115.8613,-31.9523,1/19,13346,124,62.3,2651,35380246,56792373,21423,2019,1,2019/1/19
DARWIN,130.8444 ,-12.4637 ,SYDNEY,151.2093,-33.8688,1/19,20783,186,64.4,3155,65570365,101748750,32250,2019,1,2019/1/19
GERALDTON,114.6099 ,-28.7751 ,PERTH,115.8613,-31.9523,1/19,7562,164,46.1,370,2797940,6068000,16400,2019,1,2019/1/19
HOBART,147.3257 ,-42.8826 ,MELBOURNE,144.9631,-37.8136,1/19,164170,1128,79.2,618,101457060,128108928,207296,2019,1,2019/1/19
HOBART,147.3257 ,-42.8826 ,SYDNEY,151.2093,-33.8688,1/19,75075,530,83,1039,78002925,93953653,90427,2019,1,2019/1/19
HAMILTON ISLAND,148.9573 ,-20.3519 ,MELBOURNE,144.9631,-37.8136,1/19,0,0,0,0,0,0,0,2019,1,2019/1/19
HAMILTON ISLAND,148.9573 ,-20.3519 ,SYDNEY,151.2093,-33.8688,1/19,21393,182,70.9,1526,32645718,46065362,30187,2019,1,2019/1/19
KALGOORLIE,121.4660 ,-30.7490 ,PERTH,115.8613,-31.9523,1/19,22016,302,57.5,538,11844608,20600020,38290,2019,1,2019/1/19
KARRATHA,116.8447 ,-20.7337 ,PERTH,115.8613,-31.9523,1/19,35364,524,59.3,1250,44205000,74607500,59686,2019,1,2019/1/19
LAUNCESTON,147.1358 ,-41.4391 ,MELBOURNE,144.9631,-37.8136,1/19,97718,903,75.3,476,46513768,61778612,129787,2019,1,2019/1/19
LAUNCESTON,147.1358 ,-41.4391 ,SYDNEY,151.2093,-33.8688,1/19,37451,246,84.3,914,34230214,40612676,44434,2019,1,2019/1/19
SUNSHINE COAST,153.0667 ,-26.6500 ,MELBOURNE,144.9631,-37.8136,1/19,49420,326,85,1454,71856680,84523928,58132,2019,1,2019/1/19
SUNSHINE COAST,153.0667 ,-26.6500 ,SYDNEY,151.2093,-33.8688,1/19,64119,443,85.8,837,53667603,62574120,74760,2019,1,2019/1/19
MELBOURNE,144.9631 ,-37.8136 ,MILDURA,142.1246,-34.208,1/19,15778,327,60.3,457,7210546,11962432,26176,2019,1,2019/1/19
MELBOURNE,144.9631 ,-37.8136 ,NEWCASTLE,-1.6178,54.9783,1/19,45569,304,82.8,836,38095684,46032668,55063,2019,1,2019/1/19
MELBOURNE,144.9631 ,-37.8136 ,GOLD COAST,153.4,-28.0167,1/19,206458,1236,88.7,1330,275136789,310170258,232755,2019,1,2019/1/19
MELBOURNE,144.9631 ,-37.8136 ,PERTH,115.8613,-31.9523,1/19,191992,1103,86.5,2706,519530352,600878124,222054,2019,1,2019/1/19
MELBOURNE,144.9631 ,-37.8136 ,SYDNEY,151.2093,-33.8688,1/19,753124,4892,85.6,706,534579445,624253948,879817,2019,1,2019/1/19
MELBOURNE,144.9631 ,-37.8136 ,TOWNSVILLE,146.8169,-19.259,1/19,0,0,0,2055,0,0,0,2019,1,2019/1/19
GOLD COAST,153.4000 ,-28.0167 ,SYDNEY,151.2093,-33.8688,1/19,264968,1609,91.7,680,180178240,196554000,289050,2019,1,2019/1/19
PERTH,115.8613 ,-31.9523 ,PORT HEDLAND,118.6095,-20.311,1/19,30397,368,62.9,1312,39880864,63364352,48296,2019,1,2019/1/19
PERTH,115.8613 ,-31.9523 ,SYDNEY,151.2093,-33.8688,1/19,151523,790,86.5,3284,497601532,575287836,175179,2019,1,2019/1/19
PERTH,115.8613 ,-31.9523 ,NEWMAN,119.7368,-23.3571,1/19,25658,343,54.3,1019,26145502,48131446,47234,2019,1,2019/1/19
PROSERPINE,148.5832 ,-20.4018 ,SYDNEY,151.2093,-33.8688,1/19,10653,69,85.3,1517,16160601,18950364,12492,2019,1,2019/1/19
PORT MACQUARIE,152.9000 ,-31.4333 ,SYDNEY,151.2093,-33.8688,1/19,14342,307,70.1,321,4603782,6571191,20471,2019,1,2019/1/19
BALLINA,153.5658 ,-28.8628 ,SYDNEY,151.2093,-33.8688,1/19,45817,304,85.7,612,28040004,32711400,53450,2019,1,2019/1/19
SYDNEY,151.2093 ,-33.8688 ,TAMWORTH,150.932,-31.0927,1/19,13152,346,57.9,320,4208640,7270080,22719,2019,1,2019/1/19
SYDNEY,151.2093 ,-33.8688 ,TOWNSVILLE,146.8169,-19.259,1/19,15146,108,78.4,1690,25596740,32664320,19328,2019,1,2019/1/19
SYDNEY,151.2093 ,-33.8688 ,WAGGA WAGGA,147.3598,-35.1082,1/1,10837,280,66.2,367,3977179,6005588,16364,2019,1,2019/1/1
ALBURY,146.9095 ,-36.0751 ,SYDNEY,151.2093,-33.8688,12/18,18020,445,71.9,452,8145040,11332544,25072,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,ALICE SPRINGS,133.87,-23.7,12/18,10424,115,65.9,1316,13717984,20812540,15815,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,BRISBANE,153.026,-27.4705,12/18,74053,550,82.9,1622,120113966,144959762,89371,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,CANBERRA,149.13,-35.2809,12/18,14962,134,68.4,972,14543064,21276108,21889,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,MELBOURNE,144.9631,-37.8136,12/18,209912,1526,83,643,134915876,162631767,253029,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,GOLD COAST,153.4,-28.0167,12/18,19312,136,79.4,1607,31034384,39098310,24330,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,PERTH,115.8613,-31.9523,12/18,56316,475,80.3,2120,119389920,148747680,70164,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,PORT LINCOLN,135.8597,-34.7226,12/18,14665,603,62.1,246,3607590,5807814,23609,2018,12,2018/12/18
ADELAIDE,138.6001 ,-34.9273 ,SYDNEY,151.2093,-33.8688,12/18,162980,1149,85.5,1167,190197660,222566739,190717,2018,12,2018/12/18
ARMIDALE,151.6661 ,-30.5006 ,SYDNEY,151.2093,-33.8688,12/18,9491,325,69.8,382,3625562,5192908,13594,2018,12,2018/12/18
ALICE SPRINGS,133.8700 ,-23.7000 ,DARWIN,130.8444,-12.4637,12/18,6517,115,46.9,1305,8504685,18130365,13893,2018,12,2018/12/18
ALICE SPRINGS,133.8700 ,-23.7000 ,MELBOURNE,144.9631,-37.8136,12/18,0,0,0,1860,0,0,0,2018,12,2018/12/18
ALICE SPRINGS,133.8700 ,-23.7000 ,SYDNEY,151.2093,-33.8688,12/18,0,0,0,2022,0,0,0,2018,12,2018/12/18
AYERS ROCK,131.0361 ,-25.3450 ,SYDNEY,151.2093,-33.8688,12/18,12640,112,63.7,2181,27567840,43244868,19828,2018,12,2018/12/18
BUNDABERG,152.2400 ,-24.4500 ,BRISBANE,153.026,-27.4705,12/18,12927,297,67.1,287,3710049,5532786,19278,2018,12,2018/12/18
BROOME,122.2304 ,-17.9644 ,PERTH,115.8613,-31.9523,12/18,24246,292,72.5,1677,40660542,56062110,33430,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,CANBERRA,149.13,-35.2809,12/18,51913,509,75.7,956,49628828,65545272,68562,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,CAIRNS,145.771,-16.9203,12/18,108615,842,85.1,1391,151083465,177534721,127631,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,DARWIN,130.8444,-12.4637,12/18,29860,248,71.7,2852,85160720,118725908,41629,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,EMERALD,148.1583,-23.5243,12/18,14702,336,64.9,653,9600406,14789144,22648,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,GLADSTONE,151.2498,-23.8416,12/18,20022,390,67.6,434,8689548,12855080,29620,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,HOBART,147.3257,-42.8826,12/18,25259,175,81,1791,45238869,55825470,31170,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,HAMILTON ISLAND,148.9573,-20.3519,12/18,11631,124,74.3,888,10328328,13891872,15644,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,MOUNT ISA,139.493,-20.7264,12/18,9925,141,63.6,1573,15612025,24529362,15594,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,MELBOURNE,144.9631,-37.8136,12/18,302663,2193,82.2,1381,417977603,508500772,368212,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,MACKAY,149.1868,-21.1434,12/18,62609,604,78.4,797,49899373,63673924,79892,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,MORANBAH,148.0398,-22.0061,12/18,0,0,0,780,0,0,0,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,NEWCASTLE,-1.6178,54.9783,12/18,49729,500,74.5,614,30474048,40896084,66780,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,PERTH,115.8613,-31.9523,12/18,82425,522,85.2,3615,297966375,349570500,96700,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,PROSERPINE,148.5832,-20.4018,12/18,22043,172,72.9,895,19728485,27064800,30240,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,ROCKHAMPTON,150.5089,-23.3786,12/18,42310,647,76.4,518,21916580,28688912,55384,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,SYDNEY,151.2093,-33.8688,12/18,407240,2873,86.7,753,306724761,353884398,469792,2018,12,2018/12/18
BRISBANE,153.0260 ,-27.4705 ,TOWNSVILLE,146.8169,-19.259,12/18,81659,675,81.3,1112,90804808,111715968,100464,2018,12,2018/12/18
CANBERRA,149.1300 ,-35.2809 ,MELBOURNE,144.9631,-37.8136,12/18,90536,845,68.8,470,42551920,61874090,131647,2018,12,2018/12/18
CANBERRA,149.1300 ,-35.2809 ,SYDNEY,151.2093,-33.8688,12/18,65262,1179,74.6,236,15401832,20653776,87516,2018,12,2018/12/18
COFFS HARBOUR,153.1094 ,-30.2986 ,SYDNEY,151.2093,-33.8688,12/18,27934,396,75.4,443,12374762,16416251,37057,2018,12,2018/12/18
CAIRNS,145.7710 ,-16.9203 ,MELBOURNE,144.9631,-37.8136,12/18,73363,465,82.1,2311,169541893,206487850,89350,2018,12,2018/12/18
CAIRNS,145.7710 ,-16.9203 ,SYDNEY,151.2093,-33.8688,12/18,96462,606,83.3,1971,190126602,228182670,115770,2018,12,2018/12/18
CAIRNS,145.7710 ,-16.9203 ,TOWNSVILLE,146.8169,-19.259,12/18,10795,303,53.7,284,3065780,5706128,20092,2018,12,2018/12/18
DUBBO,148.6144 ,-32.2444 ,SYDNEY,151.2093,-33.8688,12/18,13701,421,69.1,310,4247310,6150710,19841,2018,12,2018/12/18
DARWIN,130.8444 ,-12.4637 ,MELBOURNE,144.9631,-37.8136,12/18,22380,173,73.2,3131,70071780,95771028,30588,2018,12,2018/12/18
DARWIN,130.8444 ,-12.4637 ,PERTH,115.8613,-31.9523,12/18,13885,127,63.5,2651,36809135,57969417,21867,2018,12,2018/12/18
DARWIN,130.8444 ,-12.4637 ,SYDNEY,151.2093,-33.8688,12/18,22565,200,64.4,3155,71192575,110557510,35042,2018,12,2018/12/18
GERALDTON,114.6099 ,-28.7751 ,PERTH,115.8613,-31.9523,12/18,8776,171,51.3,370,3247120,6327000,17100,2018,12,2018/12/18
HOBART,147.3257 ,-42.8826 ,MELBOURNE,144.9631,-37.8136,12/18,159118,1120,77.6,618,98334924,126681966,204987,2018,12,2018/12/18
HOBART,147.3257 ,-42.8826 ,SYDNEY,151.2093,-33.8688,12/18,70430,498,81.8,1039,73176770,89497382,86138,2018,12,2018/12/18
HAMILTON ISLAND,148.9573 ,-20.3519 ,MELBOURNE,144.9631,-37.8136,12/18,0,0,0,0,0,0,0,2018,12,2018/12/18
HAMILTON ISLAND,148.9573 ,-20.3519 ,SYDNEY,151.2093,-33.8688,12/18,19313,163,72.5,1526,29471638,40677056,26656,2018,12,2018/12/18
KALGOORLIE,121.4660 ,-30.7490 ,PERTH,115.8613,-31.9523,12/18,22146,297,60,538,11914548,19858656,36912,2018,12,2018/12/18
KARRATHA,116.8447 ,-20.7337 ,PERTH,115.8613,-31.9523,12/18,32179,468,60.6,1250,40223750,66421250,53137,2018,12,2018/12/18
LAUNCESTON,147.1358 ,-41.4391 ,MELBOURNE,144.9631,-37.8136,12/18,92073,855,76.6,476,43826748,57219960,120210,2018,12,2018/12/18
LAUNCESTON,147.1358 ,-41.4391 ,SYDNEY,151.2093,-33.8688,12/18,31547,212,83.1,914,28833958,34715548,37982,2018,12,2018/12/18
SUNSHINE COAST,153.0667 ,-26.6500 ,MELBOURNE,144.9631,-37.8136,12/18,47243,333,79.4,1454,68691322,86465018,59467,2018,12,2018/12/18
SUNSHINE COAST,153.0667 ,-26.6500 ,SYDNEY,151.2093,-33.8688,12/18,61119,449,80.7,837,51156603,63370944,75712,2018,12,2018/12/18
MELBOURNE,144.9631 ,-37.8136 ,MILDURA,142.1246,-34.208,12/18,18020,363,65.4,457,8235140,12594920,27560,2018,12,2018/12/18
MELBOURNE,144.9631 ,-37.8136 ,NEWCASTLE,-1.6178,54.9783,12/18,40863,274,82.6,836,34161468,41376984,49494,2018,12,2018/12/18
MELBOURNE,144.9631 ,-37.8136 ,GOLD COAST,153.4,-28.0167,12/18,184227,1147,85,1330,245538130,288780620,216674,2018,12,2018/12/18
MELBOURNE,144.9631 ,-37.8136 ,PERTH,115.8613,-31.9523,12/18,194835,1111,87.3,2706,527223510,603724836,223106,2018,12,2018/12/18
MELBOURNE,144.9631 ,-37.8136 ,SYDNEY,151.2093,-33.8688,12/18,746815,4730,87.9,706,529998811,602994652,849885,2018,12,2018/12/18
MELBOURNE,144.9631 ,-37.8136 ,TOWNSVILLE,146.8169,-19.259,12/18,0,0,0,2055,0,0,0,2018,12,2018/12/18
GOLD COAST,153.4000 ,-28.0167 ,SYDNEY,151.2093,-33.8688,12/18,239752,1537,87.9,680,163031360,185562480,272886,2018,12,2018/12/18
PERTH,115.8613 ,-31.9523 ,PORT HEDLAND,118.6095,-20.311,12/18,26495,349,60.4,1312,34761440,57581056,43888,2018,12,2018/12/18
PERTH,115.8613 ,-31.9523 ,SYDNEY,151.2093,-33.8688,12/18,152244,811,87.7,3284,499969296,570345416,173674,2018,12,2018/12/18
PERTH,115.8613 ,-31.9523 ,NEWMAN,119.7368,-23.3571,12/18,22293,310,52.7,1019,22716567,43083320,42280,2018,12,2018/12/18
PROSERPINE,148.5832 ,-20.4018 ,SYDNEY,151.2093,-33.8688,12/18,9390,63,82,1517,14244630,17366616,11448,2018,12,2018/12/18
PORT MACQUARIE,152.9000 ,-31.4333 ,SYDNEY,151.2093,-33.8688,12/18,15938,319,73.9,321,5116098,6923007,21567,2018,12,2018/12/18
BALLINA,153.5658 ,-28.8628 ,SYDNEY,151.2093,-33.8688,12/18,41732,303,84.1,612,25539984,30376008,49634,2018,12,2018/12/18
SYDNEY,151.2093 ,-33.8688 ,TAMWORTH,150.932,-31.0927,12/18,13470,330,64.2,320,4310400,6710080,20969,2018,12,2018/12/18
SYDNEY,151.2093 ,-33.8688 ,TOWNSVILLE,146.8169,-19.259,12/18,16855,113,85.6,1690,28484950,33284550,19695,2018,12,2018/12/18
SYDNEY,151.2093 ,-33.8688 ,WAGGA WAGGA,147.3598,-35.1082,12/1,13427,370,68.6,367,4927709,7185860,19580,2018,12,2018/12/1
ALBURY,146.9095 ,-36.0751 ,SYDNEY,151.2093,-33.8688,11/18,19798,504,72.7,452,8948696,12311576,27238,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,ALICE SPRINGS,133.87,-23.7,11/18,11086,108,74.1,1316,14589176,19678148,14953,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,BRISBANE,153.026,-27.4705,11/18,74289,554,85,1622,120496758,141800106,87423,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,CANBERRA,149.13,-35.2809,11/18,17605,142,74.5,972,17112060,22979052,23641,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,MELBOURNE,144.9631,-37.8136,11/18,219313,1587,85,643,140963359,165859249,258043,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,GOLD COAST,153.4,-28.0167,11/18,16836,112,84.7,1607,27055452,31953588,19884,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,PERTH,115.8613,-31.9523,11/18,54272,466,78.4,2120,115056640,146826960,69258,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,PORT LINCOLN,135.8597,-34.7226,11/18,14692,636,59.6,246,3614232,6059718,24633,2018,11,2018/11/18
ADELAIDE,138.6001 ,-34.9273 ,SYDNEY,151.2093,-33.8688,11/18,166182,1149,88.7,1167,193934394,218588436,187308,2018,11,2018/11/18
ARMIDALE,151.6661 ,-30.5006 ,SYDNEY,151.2093,-33.8688,11/18,10941,373,70.7,382,4179462,5911450,15475,2018,11,2018/11/18
ALICE SPRINGS,133.8700 ,-23.7000 ,DARWIN,130.8444,-12.4637,11/18,9198,149,52.4,1305,12003390,22907970,17554,2018,11,2018/11/18
ALICE SPRINGS,133.8700 ,-23.7000 ,MELBOURNE,144.9631,-37.8136,11/18,0,0,0,1860,0,0,0,2018,11,2018/11/18
ALICE SPRINGS,133.8700 ,-23.7000 ,SYDNEY,151.2093,-33.8688,11/18,0,0,0,2022,0,0,0,2018,11,2018/11/18
AYERS ROCK,131.0361 ,-25.3450 ,SYDNEY,151.2093,-33.8688,11/18,15487,112,77.4,2181,33777147,43654896,20016,2018,11,2018/11/18
BUNDABERG,152.2400 ,-24.4500 ,BRISBANE,153.026,-27.4705,11/18,13503,300,70.1,287,3875361,5528768,19264,2018,11,2018/11/18
BROOME,122.2304 ,-17.9644 ,PERTH,115.8613,-31.9523,11/18,26123,283,81.3,1677,43808271,53870271,32123,2018,11,2018/11/18
BRISBANE,153.0260 ,-27.4705 ,CANBERRA,149.13,-35.2809,11/18,55985,515,80.8,956,53521660,66229768,69278,2018,11,2018/11/18
