City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,Date
DARWIN,MELBOURNE,7/12,31309,190,88.7,3131,98028479,110471073,35283,2012,7,2012/7/12
DARWIN,PERTH,7/12,16667,120,87.2,2651,44184217,50681818,19118,2012,7,2012/7/12
DARWIN,SYDNEY,7/12,44614,273,84.6,3155,140757170,166401010,52742,2012,7,2012/7/12
DEVONPORT,MELBOURNE,7/12,0,0,0,412,0,0,0,2012,7,2012/7/12
DUBBO,SYDNEY,7/12,14084,537,64.6,310,4366040,6758000,21800,2012,7,2012/7/12
GERALDTON,PERTH,7/12,11776,285,68.3,370,4357120,6382870,17251,2012,7,2012/7/12
GOLD COAST,SYDNEY,7/12,201318,1472,77.6,680,136896240,176396760,259407,2012,7,2012/7/12
HAMILTON ISLAND,SYDNEY,7/12,16261,115,80.5,1526,24814286,30806888,20188,2012,7,2012/7/12
HERVEY BAY,SYDNEY,7/12,0,0,0,973,0,0,0,2012,7,2012/7/12
HOBART,MELBOURNE,7/12,92944,719,76.2,618,57439392,75367572,121954,2012,7,2012/7/12
HOBART,SYDNEY,7/12,32582,304,72.7,1039,33852698,46554473,44807,2012,7,2012/7/12
KALGOORLIE,PERTH,7/12,21416,295,54,538,11521808,21333314,39653,2012,7,2012/7/12
KARRATHA,PERTH,7/12,67234,676,64.7,1250,84042500,129965000,103972,2012,7,2012/7/12
LAUNCESTON,MELBOURNE,7/12,60305,673,66.8,476,28705180,42950432,90232,2012,7,2012/7/12
LAUNCESTON,SYDNEY,7/12,14429,128,72.6,914,13188106,18177632,19888,2012,7,2012/7/12
MELBOURNE,BURNIE,7/12,0,0,0,378,0,0,0,2012,7,2012/7/12
MELBOURNE,GOLD COAST,7/12,158061,1049,83.3,1330,210221130,252249130,189661,2012,7,2012/7/12
MELBOURNE,MILDURA,7/12,17598,420,70.4,457,8042286,11431398,25014,2012,7,2012/7/12
MELBOURNE,NEWCASTLE,7/12,34342,271,72.8,836,28709912,39434956,47171,2012,7,2012/7/12
MELBOURNE,PERTH,7/12,190629,1197,76.3,2706,515842074,675891150,249775,2012,7,2012/7/12
MELBOURNE,SYDNEY,7/12,690121,4880,75.3,706,487225426,646763070,916095,2012,7,2012/7/12
NEWCASTLE,GOLD COAST,7/12,0,0,0,539,0,0,0,2012,7,2012/7/12
PERTH,NEWMAN,7/12,34150,328,69.5,1019,34798850,50040033,49107,2012,7,2012/7/12
PERTH,PORT HEDLAND,7/12,45748,449,66.6,1312,60021376,90062240,68645,2012,7,2012/7/12
PERTH,SYDNEY,7/12,155018,819,77.2,3284,509079112,659121788,200707,2012,7,2012/7/12
PORT MACQUARIE,SYDNEY,7/12,15815,390,66.8,321,5076615,7595181,23661,2012,7,2012/7/12
SUNSHINE COAST,MELBOURNE,7/12,28334,192,85.7,1454,41197636,48077964,33066,2012,7,2012/7/12
SUNSHINE COAST,SYDNEY,7/12,39274,292,77.9,837,32872338,42178941,50393,2012,7,2012/7/12
SYDNEY,TOWNSVILLE,7/12,17064,126,86,1690,28838160,33539740,19846,2012,7,2012/7/12
SYDNEY,WAGGA WAGGA,7/12,15397,470,62.8,367,5650699,8992968,24504,2012,7,2012/7/12
ADELAIDE,ALICE SPRINGS,6/12,0,0,0,1316,0,0,0,2012,6,2012/6/12
ADELAIDE,BRISBANE,6/12,54463,431,79.9,1622,88338986,110558764,68162,2012,6,2012/6/12
ADELAIDE,CANBERRA,6/12,13539,145,68.9,972,13159908,19111464,19662,2012,6,2012/6/12
ADELAIDE,GOLD COAST,6/12,13398,112,79.1,1607,21530586,27233829,16947,2012,6,2012/6/12
ADELAIDE,MELBOURNE,6/12,164629,1357,81.8,643,105856447,129397320,201240,2012,6,2012/6/12
ADELAIDE,PERTH,6/12,46730,423,77.8,2120,99067600,127361120,60076,2012,6,2012/6/12
ADELAIDE,PORT LINCOLN,6/12,14866,588,54.3,246,3657036,6735972,27382,2012,6,2012/6/12
ADELAIDE,SYDNEY,6/12,130120,1028,75.2,1167,151850040,201819813,172939,2012,6,2012/6/12
ALBURY,SYDNEY,6/12,20698,538,67.4,452,9355496,13887700,30725,2012,6,2012/6/12
ALICE SPRINGS,MELBOURNE,6/12,0,0,0,1860,0,0,0,2012,6,2012/6/12
ALICE SPRINGS,SYDNEY,6/12,0,0,0,2022,0,0,0,2012,6,2012/6/12
AYERS ROCK,SYDNEY,6/12,11683,120,69.2,2181,25480623,36797832,16872,2012,6,2012/6/12
BALLINA,SYDNEY,6/12,18147,178,77.9,612,11105964,14264496,23308,2012,6,2012/6/12
BRISBANE,CAIRNS,6/12,100058,772,86.7,1391,139180678,160511663,115393,2012,6,2012/6/12
BRISBANE,CANBERRA,6/12,49707,492,77.1,956,47519892,61672516,64511,2012,6,2012/6/12
BRISBANE,DARWIN,6/12,34501,186,92.6,2852,98396852,106251260,37255,2012,6,2012/6/12
BRISBANE,EMERALD,6/12,23827,506,60.1,653,15559031,25908428,39676,2012,6,2012/6/12
BRISBANE,GLADSTONE,6/12,33744,674,63.9,434,14644896,22901312,52768,2012,6,2012/6/12
BRISBANE,HAMILTON ISLAND,6/12,11320,94,69.6,888,10052160,14439768,16261,2012,6,2012/6/12
BRISBANE,HOBART,6/12,0,0,0,1791,0,0,0,2012,6,2012/6/12
BRISBANE,MACKAY,6/12,83687,784,79.9,797,66698539,83509660,104780,2012,6,2012/6/12
BRISBANE,MELBOURNE,6/12,245784,1822,81.2,1381,339427704,417758024,302504,2012,6,2012/6/12
BRISBANE,NEWCASTLE,6/12,46981,463,83.5,614,28846334,34563288,56292,2012,6,2012/6/12
BRISBANE,PERTH,6/12,70579,401,81.4,3615,255143085,313308435,86669,2012,6,2012/6/12
BRISBANE,PROSERPINE,6/12,18169,150,81.3,895,16261255,20003250,22350,2012,6,2012/6/12
BRISBANE,ROCKHAMPTON,6/12,54322,776,73.6,518,28138796,38217004,73778,2012,6,2012/6/12
BRISBANE,SYDNEY,6/12,340677,2374,83,753,256529781,309053037,410429,2012,6,2012/6/12
BRISBANE,TOWNSVILLE,6/12,86400,694,84.6,1112,96076800,113554104,102117,2012,6,2012/6/12
BROOME,PERTH,6/12,32548,323,79.3,1677,54582996,68792217,41021,2012,6,2012/6/12
CAIRNS,MELBOURNE,6/12,50706,325,85.6,2311,117181566,136866664,59224,2012,6,2012/6/12
CAIRNS,SYDNEY,6/12,77088,515,82.4,1971,151940448,184300326,93506,2012,6,2012/6/12
CAIRNS,TOWNSVILLE,6/12,15602,400,65.4,284,4430968,6771696,23844,2012,6,2012/6/12
CANBERRA,MELBOURNE,6/12,80721,875,69.9,470,37938870,54271840,115472,2012,6,2012/6/12
CANBERRA,SYDNEY,6/12,91764,1491,71.6,236,21656304,30242692,128147,2012,6,2012/6/12
COFFS HARBOUR,SYDNEY,6/12,23765,385,74.6,443,10527895,14110436,31852,2012,6,2012/6/12
DARWIN,MELBOURNE,6/12,25209,157,86,3131,78929379,91822837,29327,2012,6,2012/6/12
DARWIN,PERTH,6/12,15014,114,82.2,2651,39802114,48404609,18259,2012,6,2012/6/12
DARWIN,SYDNEY,6/12,37219,231,85.6,3155,117425945,137132075,43465,2012,6,2012/6/12
DEVONPORT,MELBOURNE,6/12,0,0,0,412,0,0,0,2012,6,2012/6/12
DUBBO,SYDNEY,6/12,15300,539,70.7,310,4743000,6704680,21628,2012,6,2012/6/12
GERALDTON,PERTH,6/12,11711,280,65,370,4333070,6669990,18027,2012,6,2012/6/12
GOLD COAST,SYDNEY,6/12,168493,1216,79.4,680,114575240,144386440,212333,2012,6,2012/6/12
HAMILTON ISLAND,SYDNEY,6/12,13440,117,65,1526,20509440,31568362,20687,2012,6,2012/6/12
HERVEY BAY,SYDNEY,6/12,0,0,0,973,0,0,0,2012,6,2012/6/12
HOBART,MELBOURNE,6/12,88596,672,77.9,618,54752328,70275252,113714,2012,6,2012/6/12
HOBART,SYDNEY,6/12,31323,286,74.6,1039,32544597,43597479,41961,2012,6,2012/6/12
KALGOORLIE,PERTH,6/12,19144,190,70.4,538,10299472,14625530,27185,2012,6,2012/6/12
KARRATHA,PERTH,6/12,62654,652,63.1,1250,78317500,124110000,99288,2012,6,2012/6/12
LAUNCESTON,MELBOURNE,6/12,61918,645,73.8,476,29472968,39909744,83844,2012,6,2012/6/12
LAUNCESTON,SYDNEY,6/12,15131,124,76,914,13829734,18201396,19914,2012,6,2012/6/12
MELBOURNE,BURNIE,6/12,0,0,0,378,0,0,0,2012,6,2012/6/12
MELBOURNE,GOLD COAST,6/12,129599,873,82.3,1330,172366670,209319390,157383,2012,6,2012/6/12
MELBOURNE,MILDURA,6/12,16052,402,65.1,457,7335764,11260023,24639,2012,6,2012/6/12
MELBOURNE,NEWCASTLE,6/12,31041,242,73.7,836,25950276,35229876,42141,2012,6,2012/6/12
MELBOURNE,PERTH,6/12,167476,1046,77.1,2706,453190056,588084156,217326,2012,6,2012/6/12
MELBOURNE,SYDNEY,6/12,616276,4308,77.1,706,435090856,564308624,799304,2012,6,2012/6/12
NEWCASTLE,GOLD COAST,6/12,0,0,0,539,0,0,0,2012,6,2012/6/12
PERTH,NEWMAN,6/12,30407,308,65.6,1019,30984733,47231669,46351,2012,6,2012/6/12
PERTH,PORT HEDLAND,6/12,41868,418,66.2,1312,54930816,82978752,63246,2012,6,2012/6/12
PERTH,SYDNEY,6/12,137397,746,76.9,3284,451211748,586837664,178696,2012,6,2012/6/12
PORT MACQUARIE,SYDNEY,6/12,15667,370,70.7,321,5029107,7112718,22158,2012,6,2012/6/12
SUNSHINE COAST,MELBOURNE,6/12,22261,159,81.8,1454,32367494,39588058,27227,2012,6,2012/6/12
SUNSHINE COAST,SYDNEY,6/12,33819,250,77.5,837,28306503,36520821,43633,2012,6,2012/6/12
SYDNEY,TOWNSVILLE,6/12,16716,116,88.5,1690,28250040,31905510,18879,2012,6,2012/6/12
SYDNEY,WAGGA WAGGA,6/12,15135,450,66.7,367,5554545,8333102,22706,2012,6,2012/6/12
ADELAIDE,ALICE SPRINGS,5/12,0,0,0,1316,0,0,0,2012,5,2012/5/12
ADELAIDE,BRISBANE,5/12,57818,447,81.1,1622,93780796,115690772,71326,2012,5,2012/5/12
ADELAIDE,CANBERRA,5/12,14710,155,69.5,972,14298120,20583072,21176,2012,5,2012/5/12
ADELAIDE,GOLD COAST,5/12,14194,115,80.6,1607,22809758,28284807,17601,2012,5,2012/5/12
ADELAIDE,MELBOURNE,5/12,174404,1421,83.8,643,112141772,133797369,208083,2012,5,2012/5/12
ADELAIDE,PERTH,5/12,50432,419,86.1,2120,106915840,124157800,58565,2012,5,2012/5/12
ADELAIDE,PORT LINCOLN,5/12,15421,603,54.5,246,3793566,6958602,28287,2012,5,2012/5/12
ADELAIDE,SYDNEY,5/12,141441,1081,77.7,1167,165061647,212448849,182047,2012,5,2012/5/12
ALBURY,SYDNEY,5/12,20345,568,63.3,452,9195940,14522760,32130,2012,5,2012/5/12
ALICE SPRINGS,MELBOURNE,5/12,0,0,0,1860,0,0,0,2012,5,2012/5/12
ALICE SPRINGS,SYDNEY,5/12,0,0,0,2022,0,0,0,2012,5,2012/5/12
AYERS ROCK,SYDNEY,5/12,11120,124,64.8,2181,24252720,37399788,17148,2012,5,2012/5/12
BALLINA,SYDNEY,5/12,19754,196,77.1,612,12089448,15682500,25625,2012,5,2012/5/12
BRISBANE,CAIRNS,5/12,93504,820,75.8,1391,130064064,171503345,123295,2012,5,2012/5/12
BRISBANE,CANBERRA,5/12,49022,531,70.1,956,46865032,66847344,69924,2012,5,2012/5/12
BRISBANE,DARWIN,5/12,32809,187,87.7,2852,93571268,106741804,37427,2012,5,2012/5/12
BRISBANE,EMERALD,5/12,23946,499,67,653,15636738,23352586,35762,2012,5,2012/5/12
BRISBANE,GLADSTONE,5/12,33397,636,67.3,434,14494298,21540288,49632,2012,5,2012/5/12
BRISBANE,HAMILTON ISLAND,5/12,10224,90,65.2,888,9078912,13927392,15684,2012,5,2012/5/12
BRISBANE,HOBART,5/12,0,0,0,1791,0,0,0,2012,5,2012/5/12
BRISBANE,MACKAY,5/12,83595,808,78.4,797,66625215,84975343,106619,2012,5,2012/5/12
BRISBANE,MELBOURNE,5/12,252292,1924,79.6,1381,348415252,437750761,316981,2012,5,2012/5/12
BRISBANE,NEWCASTLE,5/12,49203,471,87.6,614,30210642,34495748,56182,2012,5,2012/5/12
BRISBANE,PERTH,5/12,73015,407,83.1,3615,263949225,317700660,87884,2012,5,2012/5/12
BRISBANE,PROSERPINE,5/12,17812,151,78,895,15941740,20443590,22842,2012,5,2012/5/12
BRISBANE,ROCKHAMPTON,5/12,57601,842,72.4,518,29837318,41218296,79572,2012,5,2012/5/12
BRISBANE,SYDNEY,5/12,348948,2526,81.6,753,262757844,322038522,427674,2012,5,2012/5/12
BRISBANE,TOWNSVILLE,5/12,85469,728,78.8,1112,95041528,120535240,108395,2012,5,2012/5/12
BROOME,PERTH,5/12,30315,329,72,1677,50838255,70615116,42108,2012,5,2012/5/12
CAIRNS,MELBOURNE,5/12,42707,316,75.4,2311,98695877,130941260,56660,2012,5,2012/5/12
CAIRNS,SYDNEY,5/12,66174,499,72.8,1971,130428954,179049582,90842,2012,5,2012/5/12
CAIRNS,TOWNSVILLE,5/12,15733,437,60.3,284,4468172,7415808,26112,2012,5,2012/5/12
CANBERRA,MELBOURNE,5/12,89436,983,68.6,470,42034920,61236300,130290,2012,5,2012/5/12
CANBERRA,SYDNEY,5/12,98478,1618,69.5,236,23240808,33432704,141664,2012,5,2012/5/12
COFFS HARBOUR,SYDNEY,5/12,25263,399,74.1,443,11191509,15103642,34094,2012,5,2012/5/12
DARWIN,MELBOURNE,5/12,22450,151,79.1,3131,70290950,88867173,28383,2012,5,2012/5/12
DARWIN,PERTH,5/12,13983,121,72.7,2651,37068933,50994636,19236,2012,5,2012/5/12
DARWIN,SYDNEY,5/12,29938,222,79,3155,94454390,119565035,37897,2012,5,2012/5/12
DEVONPORT,MELBOURNE,5/12,0,0,0,412,0,0,0,2012,5,2012/5/12
DUBBO,SYDNEY,5/12,15730,573,68.9,310,4876300,7081950,22845,2012,5,2012/5/12
GERALDTON,PERTH,5/12,13338,303,65.7,370,4935060,7510260,20298,2012,5,2012/5/12
GOLD COAST,SYDNEY,5/12,169496,1230,80.7,680,115257280,142904720,210154,2012,5,2012/5/12
HAMILTON ISLAND,SYDNEY,5/12,14115,124,64.6,1526,21539490,33346152,21852,2012,5,2012/5/12
HERVEY BAY,SYDNEY,5/12,0,0,0,973,0,0,0,2012,5,2012/5/12
HOBART,MELBOURNE,5/12,91502,697,79.9,618,56548236,70738134,114463,2012,5,2012/5/12
HOBART,SYDNEY,5/12,33401,292,79.3,1039,34703639,43745017,42103,2012,5,2012/5/12
KALGOORLIE,PERTH,5/12,20890,194,74.1,538,11238820,15160840,28180,2012,5,2012/5/12
KARRATHA,PERTH,5/12,66658,701,62.5,1250,83322500,133320000,106656,2012,5,2012/5/12
LAUNCESTON,MELBOURNE,5/12,65366,664,77.1,476,31114216,40331004,84729,2012,5,2012/5/12
LAUNCESTON,SYDNEY,5/12,14615,128,69.6,914,13358110,19184860,20990,2012,5,2012/5/12
MELBOURNE,BURNIE,5/12,0,0,0,378,0,0,0,2012,5,2012/5/12
MELBOURNE,GOLD COAST,5/12,122990,871,78.7,1330,163576700,207828460,156262,2012,5,2012/5/12
MELBOURNE,MILDURA,5/12,17663,423,69.8,457,8071991,11563471,25303,2012,5,2012/5/12
MELBOURNE,NEWCASTLE,5/12,34956,255,78.4,836,29223216,37268044,44579,2012,5,2012/5/12
MELBOURNE,PERTH,5/12,162945,1063,76.3,2706,440929170,577917714,213569,2012,5,2012/5/12
MELBOURNE,SYDNEY,5/12,650671,4598,77.5,706,459373726,592985638,839923,2012,5,2012/5/12
NEWCASTLE,GOLD COAST,5/12,0,0,0,539,0,0,0,2012,5,2012/5/12
PERTH,NEWMAN,5/12,32408,337,65.2,1019,33023752,50639205,49695,2012,5,2012/5/12
PERTH,PORT HEDLAND,5/12,45927,447,68.1,1312,60256224,88426176,67398,2012,5,2012/5/12
PERTH,SYDNEY,5/12,144619,769,77.5,3284,474928796,612446296,186494,2012,5,2012/5/12
PORT MACQUARIE,SYDNEY,5/12,17515,394,70.6,321,5622315,7968825,24825,2012,5,2012/5/12
SUNSHINE COAST,MELBOURNE,5/12,22390,148,87.7,1454,32555060,37104626,25519,2012,5,2012/5/12
SUNSHINE COAST,SYDNEY,5/12,34995,255,79.1,837,29290815,37040598,44254,2012,5,2012/5/12
SYDNEY,TOWNSVILLE,5/12,15733,112,87.2,1690,26588770,30480840,18036,2012,5,2012/5/12
SYDNEY,WAGGA WAGGA,5/12,15909,479,64.8,367,5838603,9012419,24557,2012,5,2012/5/12
ADELAIDE,ALICE SPRINGS,4/12,0,0,0,1316,0,0,0,2012,4,2012/4/12
ADELAIDE,BRISBANE,4/12,57246,449,81.9,1622,92853012,113325896,69868,2012,4,2012/4/12
ADELAIDE,CANBERRA,4/12,14957,155,71.1,972,14538204,20450880,21040,2012,4,2012/4/12
ADELAIDE,GOLD COAST,4/12,14885,118,83.7,1607,23920195,28566032,17776,2012,4,2012/4/12
ADELAIDE,MELBOURNE,4/12,175245,1438,83.5,643,112682535,135019712,209984,2012,4,2012/4/12
ADELAIDE,PERTH,4/12,50607,450,79.6,2120,107286840,134783240,63577,2012,4,2012/4/12
ADELAIDE,PORT LINCOLN,4/12,15941,582,57.8,246,3921486,6778776,27556,2012,4,2012/4/12
ADELAIDE,SYDNEY,4/12,147962,1089,80,1167,172671654,215810976,184928,2012,4,2012/4/12
ALBURY,SYDNEY,4/12,20682,544,65.1,452,9348264,14366820,31785,2012,4,2012/4/12
ALICE SPRINGS,MELBOURNE,4/12,0,0,0,1860,0,0,0,2012,4,2012/4/12
ALICE SPRINGS,SYDNEY,4/12,0,0,0,2022,0,0,0,2012,4,2012/4/12
AYERS ROCK,SYDNEY,4/12,13754,119,79.2,2181,29997474,37888332,17372,2012,4,2012/4/12
BALLINA,SYDNEY,4/12,24783,212,84.1,612,15167196,18034416,29468,2012,4,2012/4/12
BRISBANE,CAIRNS,4/12,91597,803,76.1,1391,127411427,167477791,120401,2012,4,2012/4/12
BRISBANE,CANBERRA,4/12,53019,570,75.2,956,50686164,67378880,70480,2012,4,2012/4/12
BRISBANE,DARWIN,4/12,30566,192,79.8,2852,87174232,109260120,38310,2012,4,2012/4/12
BRISBANE,EMERALD,4/12,21961,470,65.2,653,14340533,21990428,33676,2012,4,2012/4/12
BRISBANE,GLADSTONE,4/12,31970,594,69.4,434,13874980,20005664,46096,2012,4,2012/4/12
BRISBANE,HAMILTON ISLAND,4/12,12911,96,79.4,888,11464968,14438880,16260,2012,4,2012/4/12
BRISBANE,HOBART,4/12,0,0,0,1791,0,0,0,2012,4,2012/4/12
BRISBANE,MACKAY,4/12,79764,771,76.3,797,63571908,83327147,104551,2012,4,2012/4/12
BRISBANE,MELBOURNE,4/12,263738,2006,79.3,1381,364222178,459491844,332724,2012,4,2012/4/12
BRISBANE,NEWCASTLE,4/12,49522,480,84.4,614,30406508,36043642,58703,2012,4,2012/4/12
BRISBANE,PERTH,4/12,80272,437,84.4,3615,290183280,343905795,95133,2012,4,2012/4/12
BRISBANE,PROSERPINE,4/12,19416,158,81.7,895,17377320,21277730,23774,2012,4,2012/4/12
BRISBANE,ROCKHAMPTON,4/12,50417,728,77.8,518,26116006,33567436,64802,2012,4,2012/4/12
BRISBANE,SYDNEY,4/12,355350,2555,80.3,753,267578550,333274035,442595,2012,4,2012/4/12
BRISBANE,TOWNSVILLE,4/12,79867,695,79.9,1112,88812104,111101032,99911,2012,4,2012/4/12
BROOME,PERTH,4/12,27087,321,70,1677,45424899,64886484,38692,2012,4,2012/4/12
CAIRNS,MELBOURNE,4/12,44999,331,75.6,2311,103992689,137564586,59526,2012,4,2012/4/12
CAIRNS,SYDNEY,4/12,77506,551,78.5,1971,152764326,194486454,98674,2012,4,2012/4/12
CAIRNS,TOWNSVILLE,4/12,14293,422,53.2,284,4059212,7635056,26884,2012,4,2012/4/12
CANBERRA,MELBOURNE,4/12,83159,904,68.7,470,39084730,56915590,121097,2012,4,2012/4/12
CANBERRA,SYDNEY,4/12,81802,1548,59.3,236,19305272,32560448,137968,2012,4,2012/4/12
COFFS HARBOUR,SYDNEY,4/12,26861,400,74.1,443,11899423,16065838,36266,2012,4,2012/4/12
DARWIN,MELBOURNE,4/12,22924,162,75.5,3131,71775044,95119780,30380,2012,4,2012/4/12
DARWIN,PERTH,4/12,13427,124,69.9,2651,35594977,50941616,19216,2012,4,2012/4/12
DARWIN,SYDNEY,4/12,0,0,0,3155,0,0,0,2012,4,2012/4/12
DEVONPORT,MELBOURNE,4/12,0,0,0,412,0,0,0,2012,4,2012/4/12
DUBBO,SYDNEY,4/12,13638,506,67.4,310,4227780,6270370,20227,2012,4,2012/4/12
GERALDTON,PERTH,4/12,11286,289,58,370,4175820,7198720,19456,2012,4,2012/4/12
GOLD COAST,SYDNEY,4/12,194283,1327,83.6,680,132112440,158099320,232499,2012,4,2012/4/12
HAMILTON ISLAND,SYDNEY,4/12,17098,120,80.8,1526,26091548,32281004,21154,2012,4,2012/4/12
HERVEY BAY,SYDNEY,4/12,0,0,0,973,0,0,0,2012,4,2012/4/12
HOBART,MELBOURNE,4/12,99182,696,84.5,618,61294476,72558762,117409,2012,4,2012/4/12
HOBART,SYDNEY,4/12,37908,295,86.8,1039,39386412,45376247,43673,2012,4,2012/4/12
KALGOORLIE,PERTH,4/12,18040,199,61.9,538,9705520,15686466,29157,2012,4,2012/4/12
KARRATHA,PERTH,4/12,59938,650,63.4,1250,74922500,118117500,94494,2012,4,2012/4/12
LAUNCESTON,MELBOURNE,4/12,70512,653,82.3,476,33563712,40791772,85697,2012,4,2012/4/12
LAUNCESTON,SYDNEY,4/12,16956,124,83.2,914,15497784,18634632,20388,2012,4,2012/4/12
MELBOURNE,BURNIE,4/12,0,0,0,378,0,0,0,2012,4,2012/4/12
MELBOURNE,GOLD COAST,4/12,143312,985,80.9,1330,190604960,235721220,177234,2012,4,2012/4/12
MELBOURNE,MILDURA,4/12,16865,396,68.7,457,7707305,11212495,24535,2012,4,2012/4/12
MELBOURNE,NEWCASTLE,4/12,33837,262,73.7,836,28287732,38382432,45912,2012,4,2012/4/12
MELBOURNE,PERTH,4/12,170743,1075,81,2706,462030558,570454566,210811,2012,4,2012/4/12
MELBOURNE,SYDNEY,4/12,646052,4543,77.7,706,456112712,586822964,831194,2012,4,2012/4/12
NEWCASTLE,GOLD COAST,4/12,0,0,0,539,0,0,0,2012,4,2012/4/12
PERTH,NEWMAN,4/12,26328,297,64.8,1019,26828232,41386685,40615,2012,4,2012/4/12
PERTH,PORT HEDLAND,4/12,39829,382,71.1,1312,52255648,73462816,55993,2012,4,2012/4/12
PERTH,SYDNEY,4/12,151328,776,79.4,3284,496961152,625979660,190615,2012,4,2012/4/12
PORT MACQUARIE,SYDNEY,4/12,16311,375,69.8,321,5235831,7496634,23354,2012,4,2012/4/12
SUNSHINE COAST,MELBOURNE,4/12,26156,190,80.5,1454,38030824,47265178,32507,2012,4,2012/4/12
SUNSHINE COAST,SYDNEY,4/12,39404,278,80,837,32981148,41223924,49252,2012,4,2012/4/12
SYDNEY,TOWNSVILLE,4/12,16897,124,86,1690,28555930,33222020,19658,2012,4,2012/4/12
SYDNEY,WAGGA WAGGA,4/12,14537,441,64.3,367,5335079,8293466,22598,2012,4,2012/4/12
ADELAIDE,ALICE SPRINGS,3/12,0,0,0,1316,0,0,0,2012,3,2012/3/12
ADELAIDE,BRISBANE,3/12,59427,492,78.8,1622,96390594,122306910,75405,2012,3,2012/3/12
ADELAIDE,CANBERRA,3/12,16906,163,74.9,972,16432632,21930264,22562,2012,3,2012/3/12
ADELAIDE,GOLD COAST,3/12,16072,123,83.5,1607,25827704,30929929,19247,2012,3,2012/3/12
ADELAIDE,MELBOURNE,3/12,183430,1500,82.6,643,117945490,142833448,222136,2012,3,2012/3/12
ADELAIDE,PERTH,3/12,53788,447,84.4,2120,114030560,135152120,63751,2012,3,2012/3/12
ADELAIDE,PORT LINCOLN,3/12,17905,623,61.4,246,4404630,7177296,29176,2012,3,2012/3/12
ADELAIDE,SYDNEY,3/12,152778,1076,85.1,1167,178291926,209484669,179507,2012,3,2012/3/12
ALBURY,SYDNEY,3/12,21822,595,64.3,452,9863544,15338620,33935,2012,3,2012/3/12
ALICE SPRINGS,MELBOURNE,3/12,0,0,0,1860,0,0,0,2012,3,2012/3/12
ALICE SPRINGS,SYDNEY,3/12,0,0,0,2022,0,0,0,2012,3,2012/3/12
AYERS ROCK,SYDNEY,3/12,13118,125,72.6,2181,28610358,39434661,18081,2012,3,2012/3/12
BALLINA,SYDNEY,3/12,20790,214,84.3,612,12723480,15094368,24664,2012,3,2012/3/12
BRISBANE,CAIRNS,3/12,90097,809,76.4,1391,125324927,163991945,117895,2012,3,2012/3/12
BRISBANE,CANBERRA,3/12,52341,575,69.9,956,50037996,71628300,74925,2012,3,2012/3/12
BRISBANE,DARWIN,3/12,27923,183,76.8,2852,79636396,103710128,36364,2012,3,2012/3/12
BRISBANE,EMERALD,3/12,21921,424,72.1,653,14314413,19858383,30411,2012,3,2012/3/12
BRISBANE,GLADSTONE,3/12,32007,602,72,434,13891038,19289564,44446,2012,3,2012/3/12
BRISBANE,HAMILTON ISLAND,3/12,10977,98,70.1,888,9747576,13908744,15663,2012,3,2012/3/12
BRISBANE,HOBART,3/12,0,0,0,1791,0,0,0,2012,3,2012/3/12
BRISBANE,MACKAY,3/12,79678,786,77,797,63503366,82515004,103532,2012,3,2012/3/12
BRISBANE,MELBOURNE,3/12,260468,2095,76.8,1381,359706308,468446248,339208,2012,3,2012/3/12
BRISBANE,NEWCASTLE,3/12,52126,486,89.1,614,32005364,35909790,58485,2012,3,2012/3/12
BRISBANE,PERTH,3/12,79059,434,83.4,3615,285798285,342806835,94829,2012,3,2012/3/12
BRISBANE,PROSERPINE,3/12,17738,163,70.7,895,15875510,22451970,25086,2012,3,2012/3/12
BRISBANE,ROCKHAMPTON,3/12,57090,825,77.3,518,29572620,38276056,73892,2012,3,2012/3/12
BRISBANE,SYDNEY,3/12,366337,2696,80.5,753,275851761,342631566,455022,2012,3,2012/3/12
BRISBANE,TOWNSVILLE,3/12,80956,725,78.6,1112,90023072,114602720,103060,2012,3,2012/3/12
BROOME,PERTH,3/12,21435,248,70.5,1677,35946495,50952291,30383,2012,3,2012/3/12
CAIRNS,MELBOURNE,3/12,31608,225,79.5,2311,73046088,91887671,39761,2012,3,2012/3/12
CAIRNS,SYDNEY,3/12,67803,485,79,1971,133639713,169159104,85824,2012,3,2012/3/12
CAIRNS,TOWNSVILLE,3/12,16470,454,58,284,4677480,8066452,28403,2012,3,2012/3/12
CANBERRA,MELBOURNE,3/12,97146,976,71.9,470,45658620,63489010,135083,2012,3,2012/3/12
CANBERRA,SYDNEY,3/12,97990,1641,64.5,236,23125640,35834004,151839,2012,3,2012/3/12
COFFS HARBOUR,SYDNEY,3/12,27664,410,74.7,443,12255152,16411821,37047,2012,3,2012/3/12
DARWIN,MELBOURNE,3/12,19435,162,64.6,3131,60850985,94189873,30083,2012,3,2012/3/12
DARWIN,PERTH,3/12,11472,128,57.9,2651,30412272,52566679,19829,2012,3,2012/3/12
DARWIN,SYDNEY,3/12,0,0,0,3155,0,0,0,2012,3,2012/3/12
DEVONPORT,MELBOURNE,3/12,0,0,0,412,0,0,0,2012,3,2012/3/12
DUBBO,SYDNEY,3/12,16382,569,72.2,310,5078420,7030800,22680,2012,3,2012/3/12
