City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num,Date
ADELAIDE,CANBERRA,2/17,13293,142,60.5,972,12920796,21341232,21956,2017,2,2017/2/17
ADELAIDE,MELBOURNE,2/17,182535,1488,78.9,643,117337745,148676270,231290,2017,2,2017/2/17
ADELAIDE,GOLD COAST,2/17,15488,112,78.1,1607,24889216,31857168,19824,2017,2,2017/2/17
ADELAIDE,PERTH,2/17,47412,440,69.3,2120,100513440,145141560,68463,2017,2,2017/2/17
ADELAIDE,PORT LINCOLN,2/17,13789,582,61.3,246,3392094,5536476,22506,2017,2,2017/2/17
ADELAIDE,SYDNEY,2/17,144427,1104,78.6,1167,168546309,214418745,183735,2017,2,2017/2/17
ARMIDALE,SYDNEY,2/17,9229,360,63.5,382,3525478,5547786,14523,2017,2,2017/2/17
ALICE SPRINGS,DARWIN,2/17,7231,111,53.2,1305,9436455,17748000,13600,2017,2,2017/2/17
ALICE SPRINGS,MELBOURNE,2/17,0,0,0,1860,0,0,0,2017,2,2017/2/17
ALICE SPRINGS,SYDNEY,2/17,0,0,0,2022,0,0,0,2017,2,2017/2/17
AYERS ROCK,SYDNEY,2/17,13948,104,76.3,2181,30420588,39851232,18272,2017,2,2017/2/17
BUNDABERG,BRISBANE,2/17,12590,294,70.1,287,3613330,5155955,17965,2017,2,2017/2/17
BROOME,PERTH,2/17,14086,229,54.2,1677,23622222,43586907,25991,2017,2,2017/2/17
BRISBANE,CANBERRA,2/17,39597,462,56.8,956,37854732,66695340,69765,2017,2,2017/2/17
BRISBANE,CAIRNS,2/17,93632,707,84.1,1391,130242112,154878113,111343,2017,2,2017/2/17
BRISBANE,DARWIN,2/17,24336,222,68.6,2852,69406272,101177552,35476,2017,2,2017/2/17
BRISBANE,EMERALD,2/17,14643,352,54.8,653,9561879,17445548,26716,2017,2,2017/2/17
BRISBANE,GLADSTONE,2/17,20854,408,68.4,434,9050636,13223546,30469,2017,2,2017/2/17
BRISBANE,HOBART,2/17,16885,112,85.4,1791,30241035,35404488,19768,2017,2,2017/2/17
BRISBANE,HAMILTON ISLAND,2/17,12441,128,82.5,888,11047608,13383936,15072,2017,2,2017/2/17
BRISBANE,MOUNT ISA,2/17,8463,144,58.5,1573,13312299,22739288,14456,2017,2,2017/2/17
BRISBANE,MELBOURNE,2/17,240455,1889,75.2,1381,332068355,441389696,319616,2017,2,2017/2/17
BRISBANE,MACKAY,2/17,49091,563,72.8,797,39125527,53768808,67464,2017,2,2017/2/17
BRISBANE,MORANBAH,2/17,9560,258,54,780,7456800,13814580,17711,2017,2,2017/2/17
BRISBANE,NEWCASTLE,2/17,43145,474,70.8,614,26491030,37430668,60962,2017,2,2017/2/17
BRISBANE,PERTH,2/17,67530,442,75.9,3615,244120950,321572325,88955,2017,2,2017/2/17
BRISBANE,PROSERPINE,2/17,15830,104,86.8,895,14167850,16317640,18232,2017,2,2017/2/17
BRISBANE,ROCKHAMPTON,2/17,39862,704,71.2,518,20648516,28999194,55983,2017,2,2017/2/17
BRISBANE,SYDNEY,2/17,349746,2759,78.8,753,263358738,334112124,443708,2017,2,2017/2/17
BRISBANE,TOWNSVILLE,2/17,62812,679,70.5,1112,69846944,99131464,89147,2017,2,2017/2/17
CANBERRA,MELBOURNE,2/17,86904,910,64,470,40844880,63833520,135816,2017,2,2017/2/17
CANBERRA,SYDNEY,2/17,75093,1361,68.8,236,17721948,25763412,109167,2017,2,2017/2/17
COFFS HARBOUR,SYDNEY,2/17,25768,411,68.4,443,11415224,16700214,37698,2017,2,2017/2/17
CAIRNS,MELBOURNE,2/17,47655,321,79.9,2311,110130705,137904303,59673,2017,2,2017/2/17
CAIRNS,SYDNEY,2/17,78064,534,81.8,1971,153864144,187988067,95377,2017,2,2017/2/17
CAIRNS,TOWNSVILLE,2/17,10433,372,47.4,284,2962972,6246296,21994,2017,2,2017/2/17
DUBBO,SYDNEY,2/17,14156,497,63.4,310,4388360,6920440,22324,2017,2,2017/2/17
DARWIN,MELBOURNE,2/17,18477,148,71.2,3131,57851487,81258843,25953,2017,2,2017/2/17
DARWIN,PERTH,2/17,11642,116,62.3,2651,30862942,49552492,18692,2017,2,2017/2/17
DARWIN,SYDNEY,2/17,16755,167,59.6,3155,52862025,88696515,28113,2017,2,2017/2/17
GERALDTON,PERTH,2/17,8769,182,49.3,370,3176820,6734000,18200,2017,2,2017/2/17
HOBART,MELBOURNE,2/17,136043,991,84.6,618,83956499,99273042,160869,2017,2,2017/2/17
HOBART,SYDNEY,2/17,52456,360,89.2,1039,54501784,61109824,58816,2017,2,2017/2/17
HAMILTON ISLAND,MELBOURNE,2/17,7945,62,74.6,1965,15611925,20919390,10646,2017,2,2017/2/17
HAMILTON ISLAND,SYDNEY,2/17,17907,127,85.9,1526,27326082,31810996,20846,2017,2,2017/2/17
KALGOORLIE,PERTH,2/17,17761,261,57,538,9555418,16754934,31143,2017,2,2017/2/17
KARRATHA,PERTH,2/17,33093,491,59.5,1250,41366250,69503750,55603,2017,2,2017/2/17
LAUNCESTON,MELBOURNE,2/17,76088,724,80.6,476,36217888,44922024,94374,2017,2,2017/2/17
LAUNCESTON,SYDNEY,2/17,26666,172,89.3,914,24372724,27306664,29876,2017,2,2017/2/17
SUNSHINE COAST,MELBOURNE,2/17,27949,191,82.5,1454,40637846,49244072,33868,2017,2,2017/2/17
SUNSHINE COAST,SYDNEY,2/17,38796,301,78.5,837,32472252,41357844,49412,2017,2,2017/2/17
MELBOURNE,MILDURA,2/17,15385,376,60,457,7030945,11724792,25656,2017,2,2017/2/17
MELBOURNE,NEWCASTLE,2/17,32401,229,79.4,836,27087236,34108800,40800,2017,2,2017/2/17
MELBOURNE,GOLD COAST,2/17,134822,840,86.5,1330,179769484,207766860,155814,2017,2,2017/2/17
MELBOURNE,PERTH,2/17,145066,869,76.7,2706,392548596,511869666,189161,2017,2,2017/2/17
MELBOURNE,SYDNEY,2/17,713450,4762,83.7,706,505735445,604078913,852047,2017,2,2017/2/17
GOLD COAST,SYDNEY,2/17,207359,1383,88,680,141004120,160242000,235650,2017,2,2017/2/17
PERTH,PORT HEDLAND,2/17,24827,332,61.4,1312,32573024,53508608,40784,2017,2,2017/2/17
PERTH,SYDNEY,2/17,128175,688,77.7,3284,420926700,542020916,165049,2017,2,2017/2/17
PERTH,NEWMAN,2/17,22578,307,53.7,1019,23006982,42838760,42040,2017,2,2017/2/17
PORT MACQUARIE,SYDNEY,2/17,14379,343,73.8,321,4615659,6252117,19477,2017,2,2017/2/17
BALLINA,SYDNEY,2/17,28973,240,79.6,612,17731476,22271904,36392,2017,2,2017/2/17
SYDNEY,TAMWORTH,2/17,12915,346,59.3,320,4132800,6965120,21766,2017,2,2017/2/17
SYDNEY,TOWNSVILLE,2/17,8397,96,65.1,1690,14190930,21797620,12898,2017,2,2017/2/17
SYDNEY,WAGGA WAGGA,2/1,13889,441,60.8,367,5097263,8384115,22845,2017,2,2017/2/1
ALBURY,SYDNEY,1/17,15267,422,59.2,452,6900684,11652560,25780,2017,1,2017/1/17
ADELAIDE,ALICE SPRINGS,1/17,8836,94,59.4,1316,11628176,19562340,14865,2017,1,2017/1/17
ADELAIDE,BRISBANE,1/17,71293,545,78.8,1622,115637246,146766670,90485,2017,1,2017/1/17
ADELAIDE,CANBERRA,1/17,11594,124,62.8,972,11269368,17931456,18448,2017,1,2017/1/17
ADELAIDE,MELBOURNE,1/17,197640,1549,80.6,643,127043490,157535139,245073,2017,1,2017/1/17
ADELAIDE,GOLD COAST,1/17,18608,124,84.8,1607,29903056,35270436,21948,2017,1,2017/1/17
ADELAIDE,PERTH,1/17,55737,458,76,2120,118162440,155385400,73295,2017,1,2017/1/17
ADELAIDE,PORT LINCOLN,1/17,14000,556,63.8,246,3444000,5399946,21951,2017,1,2017/1/17
ADELAIDE,SYDNEY,1/17,164884,1195,82.9,1167,192419628,231991431,198793,2017,1,2017/1/17
ARMIDALE,SYDNEY,1/17,9175,333,65.1,382,3504850,5387728,14104,2017,1,2017/1/17
ALICE SPRINGS,DARWIN,1/17,6114,98,50.8,1305,7978770,15691320,12024,2017,1,2017/1/17
ALICE SPRINGS,MELBOURNE,1/17,0,0,0,1860,0,0,0,2017,1,2017/1/17
ALICE SPRINGS,SYDNEY,1/17,0,0,0,2022,0,0,0,2017,1,2017/1/17
AYERS ROCK,SYDNEY,1/17,13440,106,71.8,2181,29312640,40802148,18708,2017,1,2017/1/17
BUNDABERG,BRISBANE,1/17,14004,322,71.7,287,4019148,5609128,19544,2017,1,2017/1/17
BROOME,PERTH,1/17,18137,253,63.9,1677,30415749,47422206,28278,2017,1,2017/1/17
BRISBANE,CANBERRA,1/17,43661,491,63.1,956,41739916,66120784,69164,2017,1,2017/1/17
BRISBANE,CAIRNS,1/17,112125,910,76.2,1391,155965875,204680086,147146,2017,1,2017/1/17
BRISBANE,DARWIN,1/17,33046,266,73.5,2852,94247192,128154620,44935,2017,1,2017/1/17
BRISBANE,EMERALD,1/17,14803,378,52.9,653,9666359,18285306,28002,2017,1,2017/1/17
BRISBANE,GLADSTONE,1/17,21631,432,67.8,434,9387854,13847204,31906,2017,1,2017/1/17
BRISBANE,HOBART,1/17,19054,131,83.4,1791,34125714,40904649,22839,2017,1,2017/1/17
BRISBANE,HAMILTON ISLAND,1/17,13601,142,79.4,888,12077688,15220320,17140,2017,1,2017/1/17
BRISBANE,MOUNT ISA,1/17,8633,159,53.3,1573,13579709,25482600,16200,2017,1,2017/1/17
BRISBANE,MELBOURNE,1/17,293092,2192,78.5,1381,404760052,515677829,373409,2017,1,2017/1/17
BRISBANE,MACKAY,1/17,52061,597,78.3,797,41492617,52963838,66454,2017,1,2017/1/17
BRISBANE,MORANBAH,1/17,9003,275,47.4,780,7022340,14805960,18982,2017,1,2017/1/17
BRISBANE,NEWCASTLE,1/17,47916,547,72.6,614,29420424,40517860,65990,2017,1,2017/1/17
BRISBANE,PERTH,1/17,86336,477,88.1,3615,312104640,354280845,98003,2017,1,2017/1/17
BRISBANE,PROSERPINE,1/17,21518,150,82.1,895,19258610,23470480,26224,2017,1,2017/1/17
BRISBANE,ROCKHAMPTON,1/17,39486,660,75.9,518,20453748,26933928,51996,2017,1,2017/1/17
BRISBANE,SYDNEY,1/17,372217,2936,77.8,753,280279401,360357939,478563,2017,1,2017/1/17
BRISBANE,TOWNSVILLE,1/17,70059,753,67.5,1112,77905608,115471192,103841,2017,1,2017/1/17
CANBERRA,MELBOURNE,1/17,73950,750,67.5,470,34756500,51494140,109562,2017,1,2017/1/17
CANBERRA,SYDNEY,1/17,50498,955,71.1,236,11917528,16755292,70997,2017,1,2017/1/17
COFFS HARBOUR,SYDNEY,1/17,27536,440,72.4,443,12198448,16845518,38026,2017,1,2017/1/17
CAIRNS,MELBOURNE,1/17,75615,466,87.2,2311,174746265,200340590,86690,2017,1,2017/1/17
CAIRNS,SYDNEY,1/17,105424,688,85.1,1971,207790704,244189161,123891,2017,1,2017/1/17
CAIRNS,TOWNSVILLE,1/17,9532,353,42.5,284,2707088,6363304,22406,2017,1,2017/1/17
DUBBO,SYDNEY,1/17,12514,419,56.9,310,3879340,6817830,21993,2017,1,2017/1/17
DARWIN,MELBOURNE,1/17,23899,181,75,3131,74827769,99753660,31860,2017,1,2017/1/17
DARWIN,PERTH,1/17,14560,128,71.9,2651,38598560,53666844,20244,2017,1,2017/1/17
DARWIN,SYDNEY,1/17,22300,202,65.8,3155,70356500,106960810,33902,2017,1,2017/1/17
GERALDTON,PERTH,1/17,7640,190,40.7,370,2742440,7030000,19000,2017,1,2017/1/17
HOBART,MELBOURNE,1/17,161092,1204,80.1,618,99418381,124105440,201080,2017,1,2017/1/17
HOBART,SYDNEY,1/17,70121,503,84,1039,72855719,86756500,83500,2017,1,2017/1/17
HAMILTON ISLAND,MELBOURNE,1/17,12466,92,78.3,1965,24495690,31280835,15919,2017,1,2017/1/17
HAMILTON ISLAND,SYDNEY,1/17,27248,190,83.3,1526,41580448,49923090,32715,2017,1,2017/1/17
KALGOORLIE,PERTH,1/17,16307,253,55.9,538,8773166,15692384,29168,2017,1,2017/1/17
KARRATHA,PERTH,1/17,34419,543,55.1,1250,33170000,60180000,60544,2017,1,2017/1/17
LAUNCESTON,MELBOURNE,1/17,92650,876,76.1,476,44101400,57916348,121673,2017,1,2017/1/17
LAUNCESTON,SYDNEY,1/17,37814,252,85.8,914,34561996,40282722,44073,2017,1,2017/1/17
SUNSHINE COAST,MELBOURNE,1/17,43378,294,85.7,1454,63071612,73607296,50624,2017,1,2017/1/17
SUNSHINE COAST,SYDNEY,1/17,55876,406,82.9,837,46768212,56441421,67433,2017,1,2017/1/17
MELBOURNE,MILDURA,1/17,14548,345,60.4,457,6648436,11011872,24096,2017,1,2017/1/17
MELBOURNE,NEWCASTLE,1/17,44870,323,77.9,836,37511320,48166976,57616,2017,1,2017/1/17
MELBOURNE,GOLD COAST,1/17,195291,1223,85,1330,260255635,306270700,229834,2017,1,2017/1/17
MELBOURNE,PERTH,1/17,192229,987,86.9,2706,520171674,598488726,221171,2017,1,2017/1/17
MELBOURNE,SYDNEY,1/17,709467,4728,83.5,706,503433192,603005104,850084,2017,1,2017/1/17
GOLD COAST,SYDNEY,1/17,262496,1678,88.9,680,178497280,200814880,295316,2017,1,2017/1/17
PERTH,PORT HEDLAND,1/17,26225,360,60.3,1312,34407200,56988032,43436,2017,1,2017/1/17
PERTH,SYDNEY,1/17,157653,757,87.5,3284,517732452,591491092,180113,2017,1,2017/1/17
PERTH,NEWMAN,1/17,21813,326,47.6,1019,20144611,42314994,45926,2017,1,2017/1/17
PORT MACQUARIE,SYDNEY,1/17,14881,373,64.8,321,4776801,7367271,22951,2017,1,2017/1/17
BALLINA,SYDNEY,1/17,38045,304,82.5,612,23283540,28214424,46102,2017,1,2017/1/17
SYDNEY,TAMWORTH,1/17,13871,385,55.9,320,4438720,7943040,24822,2017,1,2017/1/17
SYDNEY,TOWNSVILLE,1/17,13412,108,73.1,1690,22666280,30996290,18341,2017,1,2017/1/17
SYDNEY,WAGGA WAGGA,1/1,12001,350,59.9,367,4404367,7348074,20022,2017,1,2017/1/1
ALBURY,SYDNEY,12/16,18219,510,63.1,452,8234988,13051952,28876,2016,12,2016/12/16
ADELAIDE,ALICE SPRINGS,12/16,9522,99,60.1,1316,12530952,20858600,15850,2016,12,2016/12/16
ADELAIDE,BRISBANE,12/16,72669,578,77.9,1622,117869118,151280696,93268,2016,12,2016/12/16
ADELAIDE,CANBERRA,12/16,14757,142,66.7,972,14343804,21512304,22132,2016,12,2016/12/16
ADELAIDE,MELBOURNE,12/16,203051,1595,80.3,643,130561793,162688645,253015,2016,12,2016/12/16
ADELAIDE,GOLD COAST,12/16,17879,125,80.8,1607,28731553,35550054,22122,2016,12,2016/12/16
ADELAIDE,PERTH,12/16,57522,474,76.6,2120,121946640,159262880,75124,2016,12,2016/12/16
ADELAIDE,PORT LINCOLN,12/16,15897,604,67,246,3910662,5834382,23717,2016,12,2016/12/16
ADELAIDE,SYDNEY,12/16,165852,1270,81.4,1167,193549284,237716733,203699,2016,12,2016/12/16
ARMIDALE,SYDNEY,12/16,10645,348,71.7,382,4066390,5673846,14853,2016,12,2016/12/16
ALICE SPRINGS,DARWIN,12/16,7513,126,48.4,1305,9804465,20257515,15523,2016,12,2016/12/16
ALICE SPRINGS,MELBOURNE,12/16,0,0,0,1860,0,0,0,2016,12,2016/12/16
ALICE SPRINGS,SYDNEY,12/16,0,0,0,2022,0,0,0,2016,12,2016/12/16
AYERS ROCK,SYDNEY,12/16,12750,106,68,2181,27807750,40869759,18739,2016,12,2016/12/16
BUNDABERG,BRISBANE,12/16,15328,328,76.9,287,4399136,5719910,19930,2016,12,2016/12/16
BROOME,PERTH,12/16,20092,249,70,1677,33694284,48111453,28689,2016,12,2016/12/16
BRISBANE,CANBERRA,12/16,51206,493,70.2,956,48952936,69745936,72956,2016,12,2016/12/16
BRISBANE,CAIRNS,12/16,119967,911,81.4,1391,166874097,205125206,147466,2016,12,2016/12/16
BRISBANE,DARWIN,12/16,32955,277,72,2852,93987660,130610192,45796,2016,12,2016/12/16
BRISBANE,EMERALD,12/16,15808,366,57.9,653,10322624,17817758,27286,2016,12,2016/12/16
BRISBANE,GLADSTONE,12/16,24887,465,72.9,434,10800958,14813288,34132,2016,12,2016/12/16
BRISBANE,HOBART,12/16,20433,134,87.1,1791,36595503,42034770,23470,2016,12,2016/12/16
BRISBANE,HAMILTON ISLAND,12/16,12819,141,75.8,888,11383272,15026736,16922,2016,12,2016/12/16
BRISBANE,MOUNT ISA,12/16,9602,144,65.7,1573,15103946,22978384,14608,2016,12,2016/12/16
BRISBANE,MELBOURNE,12/16,311579,2258,82.4,1381,430290599,522479254,378334,2016,12,2016/12/16
BRISBANE,MACKAY,12/16,57049,611,83.9,797,45468053,54196000,68000,2016,12,2016/12/16
BRISBANE,MORANBAH,12/16,9181,255,52.1,780,7161180,13737360,17612,2016,12,2016/12/16
BRISBANE,NEWCASTLE,12/16,51223,544,76.2,614,31450922,41270624,67216,2016,12,2016/12/16
BRISBANE,PERTH,12/16,89965,494,86.7,3615,325223475,375226155,103797,2016,12,2016/12/16
BRISBANE,PROSERPINE,12/16,22450,160,81.7,895,20092750,24583860,27468,2016,12,2016/12/16
BRISBANE,ROCKHAMPTON,12/16,48472,777,76.6,518,25108496,32766090,63255,2016,12,2016/12/16
BRISBANE,SYDNEY,12/16,406716,3030,82.8,753,306257148,369924051,491267,2016,12,2016/12/16
BRISBANE,TOWNSVILLE,12/16,82308,765,76.8,1112,91526496,119109656,107113,2016,12,2016/12/16
CANBERRA,MELBOURNE,12/16,87620,861,71.4,470,41181400,57645970,122651,2016,12,2016/12/16
CANBERRA,SYDNEY,12/16,70955,1219,72.4,236,16745380,23141924,98059,2016,12,2016/12/16
COFFS HARBOUR,SYDNEY,12/16,29080,443,76.7,443,12882440,16800775,37925,2016,12,2016/12/16
CAIRNS,MELBOURNE,12/16,70328,460,81.4,2311,162528008,199577960,86360,2016,12,2016/12/16
CAIRNS,SYDNEY,12/16,97347,671,80.3,1971,191870937,238967982,121242,2016,12,2016/12/16
CAIRNS,TOWNSVILLE,12/16,10856,386,46.6,284,3083104,6609248,23272,2016,12,2016/12/16
DUBBO,SYDNEY,12/16,15219,500,64.5,310,4717890,7319410,23611,2016,12,2016/12/16
DARWIN,MELBOURNE,12/16,23540,182,73.6,3131,73703740,100094939,31969,2016,12,2016/12/16
DARWIN,PERTH,12/16,14818,132,66.9,2651,39282518,58759415,22165,2016,12,2016/12/16
DARWIN,SYDNEY,12/16,25271,234,63.8,3155,79730005,124950620,39604,2016,12,2016/12/16
GERALDTON,PERTH,12/16,9323,188,49.6,370,3449510,6956000,18800,2016,12,2016/12/16
HOBART,MELBOURNE,12/16,154177,1166,79.2,618,95281386,120302970,194665,2016,12,2016/12/16
HOBART,SYDNEY,12/16,66162,503,79.9,1039,68742318,85986601,82759,2016,12,2016/12/16
HAMILTON ISLAND,MELBOURNE,12/16,10271,86,69,1965,20182515,29254920,14888,2016,12,2016/12/16
HAMILTON ISLAND,SYDNEY,12/16,25391,198,77,1526,38746666,50306116,32966,2016,12,2016/12/16
KALGOORLIE,PERTH,12/16,18005,267,60,538,9686690,16157754,30033,2016,12,2016/12/16
KARRATHA,PERTH,12/16,35185,547,58.2,1250,43981250,75520000,60416,2016,12,2016/12/16
LAUNCESTON,MELBOURNE,12/16,89738,883,74.8,476,42715288,57085728,119928,2016,12,2016/12/16
LAUNCESTON,SYDNEY,12/16,33362,243,78.4,914,30492868,38881560,42540,2016,12,2016/12/16
SUNSHINE COAST,MELBOURNE,12/16,41420,289,82.5,1454,60224680,73019880,50220,2016,12,2016/12/16
SUNSHINE COAST,SYDNEY,12/16,52063,390,80.8,837,43576731,53938791,64443,2016,12,2016/12/16
MELBOURNE,MILDURA,12/16,16706,386,64.6,457,7634642,11822590,25870,2016,12,2016/12/16
MELBOURNE,NEWCASTLE,12/16,40662,295,77.5,836,33993432,43868264,52474,2016,12,2016/12/16
MELBOURNE,GOLD COAST,12/16,178957,1184,80.9,1330,238012810,294358260,221322,2016,12,2016/12/16
MELBOURNE,PERTH,12/16,198392,1017,87.8,2706,536848752,611371992,225932,2016,12,2016/12/16
MELBOURNE,SYDNEY,12/16,731634,4746,85.7,706,516533604,603022840,854140,2016,12,2016/12/16
GOLD COAST,SYDNEY,12/16,244314,1652,84.8,680,166133520,195837960,287997,2016,12,2016/12/16
PERTH,PORT HEDLAND,12/16,26759,371,58.6,1312,35107808,59905920,45660,2016,12,2016/12/16
PERTH,SYDNEY,12/16,162829,803,86.9,3284,534730436,615513552,187428,2016,12,2016/12/16
PERTH,NEWMAN,12/16,20699,330,48.7,1019,21092281,43315652,42508,2016,12,2016/12/16
PORT MACQUARIE,SYDNEY,12/16,17189,375,74.6,321,5517669,7399692,23052,2016,12,2016/12/16
BALLINA,SYDNEY,12/16,38348,311,82.1,612,23468976,28586520,46710,2016,12,2016/12/16
SYDNEY,TAMWORTH,12/16,14488,375,61.3,320,4636160,7559680,23624,2016,12,2016/12/16
SYDNEY,TOWNSVILLE,12/16,15742,114,80.9,1690,26603980,32889090,19461,2016,12,2016/12/16
SYDNEY,WAGGA WAGGA,12/1,15203,440,65,367,5579501,8585598,23394,2016,12,2016/12/1
ALBURY,SYDNEY,11/16,19110,540,66,452,8637720,13079524,28937,2016,11,2016/11/16
ADELAIDE,ALICE SPRINGS,11/16,10299,94,69,1316,13553484,19642616,14926,2016,11,2016/11/16
ADELAIDE,BRISBANE,11/16,71132,587,74.9,1622,115376104,154026742,94961,2016,11,2016/11/16
ADELAIDE,CANBERRA,11/16,17117,152,72,972,16637724,23113188,23779,2016,11,2016/11/16
ADELAIDE,MELBOURNE,11/16,206318,1615,82.3,643,132662474,161288834,250838,2016,11,2016/11/16
ADELAIDE,GOLD COAST,11/16,17596,117,85,1607,28276772,33264900,20700,2016,11,2016/11/16
ADELAIDE,PERTH,11/16,52530,470,69.9,2120,111363600,159428240,75202,2016,11,2016/11/16
ADELAIDE,PORT LINCOLN,11/16,14638,620,60.8,246,3600948,5919744,24064,2016,11,2016/11/16
ADELAIDE,SYDNEY,11/16,165458,1209,83.1,1167,193089486,232354368,199104,2016,11,2016/11/16
ARMIDALE,SYDNEY,11/16,11793,392,71.5,382,4504926,6297652,16486,2016,11,2016/11/16
ALICE SPRINGS,DARWIN,11/16,9093,138,53.5,1305,11866365,22199355,17011,2016,11,2016/11/16
ALICE SPRINGS,MELBOURNE,11/16,0,0,0,1860,0,0,0,2016,11,2016/11/16
ALICE SPRINGS,SYDNEY,11/16,0,0,0,2022,0,0,0,2016,11,2016/11/16
AYERS ROCK,SYDNEY,11/16,15784,110,81.4,2181,34424904,42267780,19380,2016,11,2016/11/16
BUNDABERG,BRISBANE,11/16,14742,319,79,287,4230954,5355994,18662,2016,11,2016/11/16
BROOME,PERTH,11/16,20948,247,68.9,1677,35129796,50967384,30392,2016,11,2016/11/16
BRISBANE,CANBERRA,11/16,49084,497,70.9,956,46924304,66184836,69231,2016,11,2016/11/16
BRISBANE,CAIRNS,11/16,112845,821,86.7,1391,156967395,181026131,130141,2016,11,2016/11/16
BRISBANE,DARWIN,11/16,30119,250,74.2,2852,85899388,115745568,40584,2016,11,2016/11/16
BRISBANE,EMERALD,11/16,17169,389,58.9,653,11211357,19045398,29166,2016,11,2016/11/16
BRISBANE,GLADSTONE,11/16,25993,527,67.4,434,11280962,16740682,38573,2016,11,2016/11/16
BRISBANE,HOBART,11/16,18015,120,84.8,1791,32264865,38040840,21240,2016,11,2016/11/16
BRISBANE,HAMILTON ISLAND,11/16,12950,136,80.6,888,11499600,14264832,16064,2016,11,2016/11/16
BRISBANE,MOUNT ISA,11/16,10240,155,65.9,1573,16107520,24433409,15533,2016,11,2016/11/16
BRISBANE,MELBOURNE,11/16,301438,2158,82.1,1381,416285878,507190203,367263,2016,11,2016/11/16
BRISBANE,MACKAY,11/16,54925,617,74.2,797,43775225,59033790,74070,2016,11,2016/11/16
BRISBANE,MORANBAH,11/16,11031,307,52.3,780,8604180,16452540,21093,2016,11,2016/11/16
BRISBANE,NEWCASTLE,11/16,50421,535,75.3,614,30958494,41115282,66963,2016,11,2016/11/16
BRISBANE,PERTH,11/16,81316,461,80.8,3615,293957340,363730455,100617,2016,11,2016/11/16
BRISBANE,PROSERPINE,11/16,18343,120,86.6,895,16416985,18956100,21180,2016,11,2016/11/16
BRISBANE,ROCKHAMPTON,11/16,47650,762,78.9,518,24682700,31267516,60362,2016,11,2016/11/16
BRISBANE,SYDNEY,11/16,396198,2992,81.9,753,298337094,364477602,484034,2016,11,2016/11/16
BRISBANE,TOWNSVILLE,11/16,76388,743,73.9,1112,84943456,114988584,103407,2016,11,2016/11/16
CANBERRA,MELBOURNE,11/16,95120,897,72.8,470,44706400,61421950,130685,2016,11,2016/11/16
CANBERRA,SYDNEY,11/16,91210,1496,71.6,236,21525560,30048464,127324,2016,11,2016/11/16
COFFS HARBOUR,SYDNEY,11/16,30803,440,81.1,443,13645729,16822482,37974,2016,11,2016/11/16
CAIRNS,MELBOURNE,11/16,67469,402,87.5,2311,155920859,178143435,77085,2016,11,2016/11/16
CAIRNS,SYDNEY,11/16,93294,587,90.6,1971,183882474,203003145,102995,2016,11,2016/11/16
CAIRNS,TOWNSVILLE,11/16,11587,386,49.9,284,3290708,6591640,23210,2016,11,2016/11/16
DUBBO,SYDNEY,11/16,16776,551,68.1,310,5200560,7634370,24627,2016,11,2016/11/16
DARWIN,MELBOURNE,11/16,21579,166,74.1,3131,67563849,91168458,29118,2016,11,2016/11/16
DARWIN,PERTH,11/16,14112,134,63.8,2651,37410912,58645422,22122,2016,11,2016/11/16
DARWIN,SYDNEY,11/16,21482,198,64.7,3155,67775710,104815410,33222,2016,11,2016/11/16
GERALDTON,PERTH,11/16,10289,217,47.4,370,3806930,8029000,21700,2016,11,2016/11/16
HOBART,MELBOURNE,11/16,133597,1003,83.1,618,82562946,99308274,160693,2016,11,2016/11/16
HOBART,SYDNEY,11/16,55428,411,84.6,1039,57589692,68047227,65493,2016,11,2016/11/16
HAMILTON ISLAND,MELBOURNE,11/16,9910,76,75.7,1965,19473150,25735605,13097,2016,11,2016/11/16
HAMILTON ISLAND,SYDNEY,11/16,24038,180,81.5,1526,36681988,45004792,29492,2016,11,2016/11/16
KALGOORLIE,PERTH,11/16,21130,286,64.1,538,11367940,17746468,32986,2016,11,2016/11/16
KARRATHA,PERTH,11/16,41869,579,62.9,1250,52336250,83145000,66516,2016,11,2016/11/16
LAUNCESTON,MELBOURNE,11/16,78193,759,79.9,476,37219868,46605160,97910,2016,11,2016/11/16
LAUNCESTON,SYDNEY,11/16,25214,168,87,914,23045596,26486806,28979,2016,11,2016/11/16
SUNSHINE COAST,MELBOURNE,11/16,38667,250,86.8,1454,56221818,64749528,44532,2016,11,2016/11/16
SUNSHINE COAST,SYDNEY,11/16,49113,372,80.1,837,41107581,51330699,61327,2016,11,2016/11/16
MELBOURNE,MILDURA,11/16,17856,412,67.5,457,8160192,12096790,26470,2016,11,2016/11/16
MELBOURNE,NEWCASTLE,11/16,38110,244,87.5,836,31859960,36406964,43549,2016,11,2016/11/16
MELBOURNE,GOLD COAST,11/16,166368,1012,88.6,1330,221269440,249700850,187745,2016,11,2016/11/16
MELBOURNE,PERTH,11/16,172279,953,80.1,2706,466186974,582217548,215158,2016,11,2016/11/16
MELBOURNE,SYDNEY,11/16,797669,5014,87.7,706,563154314,641895906,909201,2016,11,2016/11/16
GOLD COAST,SYDNEY,11/16,222848,1483,86.5,680,151536640,175193160,257637,2016,11,2016/11/16
